chpA	hns	proW	mukE	chiA	mukB	hchA	yciE	proV	yjjP	smtA	gspB	cspD	yciG	mukF	gspO	yciF	proX	cysP	degP	ilvH	cysA	cysB	cysW	cysM	cysU	hslJ	cysC	cysD	cysK	cysN	ftnA	ilvI	tauC	cbl	tauB	tauD	tauA	ssuD	ssuE	ssuB	ssuA	ssuC	fliC	yjjQ	leuO	bglJ	bglF	bglG	stpA	bglB	leuC	leuA	leuD	leuL	leuB	acrF	cspA	nhaA	nhaR	osmC	pgaD	pgaC	pgaA	pgaB	csiE	acrE	relA	rrfG	ybdZ	asr	garL	rrsD	rrsC	lrp	fimE	ileU	rrsB	thrV	rrlH	ileV	alaU	gltT	rrsG	rrsH	gltU	rrfB	rrfH	rrfC	fis	rrfF	gltW	rrlC	rrlB	rrlD	rrfD	alaV	rrlG	alaT	gltV
0.05548555660633078	0.0	0.0	0.0	0.0	0.0	0.0	-0.8170714899897575	0.0	0.0	0.6704947788063166	-0.49724589055404067	0.0	0.0	0.0	-0.7582798192743212	0.0	0.0	0.0	0.0	0.0	-0.21728779827615224	0.0	-0.2860216741116137	0.0	-0.3707538353972242	0.0	0.8984314211619975	0.0	0.0	0.0	0.0	0.0	0.49646830310621715	0.5019843978978211	0.0	0.0	0.0	0.5951826824925225	0.0	0.0	-0.2964757867987907	0.4247533175948549	0.18021011898187062	0.0	0.0	-0.17087215442132353	0.0	0.0	-0.6184052349999547	0.0	0.0	0.0	0.46616863879977116	0.0	0.0	-0.5822159135714173	0.0	-0.02927409065887332	0.05711083916263094	0.0	0.0	0.0	0.17931276149353387	0.7212092643531665	0.8756450835526932	0.0	0.8572778533885109	0.0	0.11536347543732117	-0.1962080008815974	0.0	-0.17169696309575	-0.3347553184721619	0.0	0.0	0.0	0.0	-0.3912955552722115	0.0	0.002258557176375242	0.0	0.0	0.0	0.0	0.0	-0.3530996791080534	-0.3911369707632446	0.0	0.0	0.0	-0.4414949591633395	-0.06771792619017597	0.0	-0.836592033971101	0.0	0.0	0.0	0.0	0.6055992418269307
0.0	-0.2784041476484861	0.0	0.0	0.0	0.0	0.0	0.0	-0.4959629455115646	0.0	0.6620736252777008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36798025491060826	0.0	-0.5962984652724117	0.0	0.0	0.0	0.6495176906560876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8275483402971651	-0.07966109068993205	0.0	0.0	-0.3558896652976855	0.0	0.0	0.0	0.0	0.0	0.0	0.8489642540508092	0.0	0.0	-0.2487770712468773	0.0	0.0	-0.1002784620663299	0.4557418070706717	0.0	0.0	0.0	0.8398995641064841	0.0	0.0	-0.09990897758102896	0.21202601100229512	0.0	-0.6234927331097424	0.0	0.0	0.0	0.0	0.0	0.0	-0.37900315806369966	0.0	0.4368961549384235	0.0	0.0	0.2258565469127739	0.0	-0.18632069891721836	-0.04781184252285953	0.0	0.0	0.0	0.06874762671537038	0.0	0.0	-0.39853477868695486	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.1866489371235941	0.0	0.0	-0.5446650465019047	0.0	-0.33568688784725964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6713847008034014	0.0	-0.5732632104773074	0.0	0.0	0.0	0.0	0.0	0.0	-0.24536781694194087	0.0	0.0	-0.824034905526787	0.3658033696910324	0.0	0.0	0.0	-0.8731954577378929	0.0	0.010547814271836056	0.0	0.34794190399124325	0.5396213867955586	0.0	0.0	0.10091688602611737	0.0	-0.21314264306721153	0.0	0.0	0.14606191793527729	0.46868235610524067	-0.1590700321916133	0.392406920101972	-0.1760766229847226	0.0	0.0	0.8185947352536278	0.03036561526537561	0.0	0.549276351142037	0.0	-0.4273117065895349	0.0	0.0	0.0	0.0	0.0	0.0	0.5617547497083843	0.0	0.9279711362351675	0.0	0.0	0.0	0.0	0.0	-0.7362870455253869	0.0	0.0	0.0	0.44626699537932973	0.0	0.0	0.0	0.0	0.0	0.0	0.1931855417511943	0.0	0.0	0.0	0.0	-0.15980690081711946	0.0	0.0	-0.29114182120651666	0.0	-0.3614753229403281	0.0	0.0	-0.2080384991131723	-0.24460921906900562	-0.10267555339101786	0.0	0.0
0.70920732338553	0.0	0.0	0.0	-0.003375752130523324	-0.05561828143015683	-0.5575884159188718	0.0	-0.9892554981634021	-0.516885848948732	0.0	0.0	0.0	0.0	0.0	0.0	-0.9795608341228217	0.0	0.0	0.0	0.0	0.53478957912514	0.0	-0.03581590467517981	0.46414647381408003	0.0	-0.2991574334446341	0.9827342931156935	0.0	0.0	-0.04039671236152273	0.0	0.0	0.0	0.357691074971434	0.0	0.0	0.0	0.10785139222883988	0.0	0.0	0.0	0.0	0.0	0.0	0.5304358698623801	-0.16805088707167803	0.0	0.0993772681547549	0.0	0.0	0.08789139324615472	0.5927820504847231	0.3656211483911271	0.0701305520770282	0.06100054012909932	-0.8695781147107482	0.0	0.0	0.0	0.0	0.0	0.5984331657813372	0.0	0.0	0.13800801820168382	-0.3973279839847237	0.40063613790290825	0.17682270792142568	0.0	0.0	0.0	0.0	0.0	0.0	0.028541866791994372	0.03348729857624089	-0.8378871097229421	0.054415341009314	0.0	-0.0824224831981869	0.0	-0.1679528022926715	0.0	-0.02202342951920866	0.0	0.0	0.0	0.0	0.0	0.0	0.14866577532249536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.30544197163544595	0.0	0.0	0.0	0.0	-0.3964882649015635	-0.8349251912441105	-0.28717119386419654	0.0	0.0	0.5515033402579571	0.0	0.0	-0.05807465431280434	0.0	0.0	0.0	-0.9885452648159117	0.0	0.0	0.0	0.0	-0.08053766386928174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28183219668526477	0.0	0.0	0.0	0.0	-0.12979744095355272	0.0	0.0	0.0	0.0	0.20829325486469571	0.0	0.0	-0.0028582534287124872	-0.346115579130128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8797115056982118	0.0	0.658725097113334	0.0	-0.2179448597598821	0.0	0.0	-0.17229029489681125	0.0	-0.335058705132375	-0.8361335513181984	0.1550525229041677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2589253837511307	-0.5831775297410786	0.0	0.0	0.0	0.0	0.0	-0.2619615704752505	0.0	0.0	0.38799980960015124	0.0	0.0
0.8077602782343858	-0.426716218986782	-0.8289316368754953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21710103054341945	-0.9762870043050498	0.0	-0.9733869559131563	0.0	0.0	0.0	0.0	0.0	0.0	-0.4603261130346915	0.0	-0.5450203586369753	0.5119277089236884	0.0	0.0	0.0	0.0	0.48258772461052896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23810632376676988	0.0	0.9200070261553019	0.07040646617378232	0.0	0.0	-0.0674636094544428	0.0	-0.20174798859205245	0.0	0.0	-0.6422512985300273	0.0	0.5662131483182566	0.419907775122604	0.0	0.0	0.0	0.0	0.0	0.0	0.21769328425885548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1938090541603315	0.8551078373929937	-0.6916848630644381	0.0	0.0	-0.3517587499227375	-0.11362996161915362	0.2563517234377573	0.0	0.0	0.0	0.0	0.0	0.05987922362570286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4757833859370715	-0.11220879991431687	0.5919078860106535	0.0	-0.5140254008583724	0.0	0.0	0.0	0.0	0.0
0.3385126674604946	0.19198167016240697	0.0	0.8245393177599966	-0.19907560013234615	0.0	0.0	-0.6025182802695781	-0.5558013878762722	0.0	0.6660882651600716	0.0	0.4418333871389474	0.0	0.0	0.0	0.0	-0.5385707842651755	0.0	-0.261232343968004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8798014928096862	0.0	0.8862129576003882	0.6047817081076421	0.0	0.0	0.6321089748157696	0.0	0.0	0.0	0.5478723786394405	-0.13590641774913859	0.456133958207521	0.0	0.0	0.8002779988891918	0.0	0.0	0.0	0.0	0.43806299766573464	0.0	-0.12941462942399085	0.38092738068526005	0.0	0.0	0.0	0.0	0.8233728948731015	-0.5905575219076127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6774863463288798	0.6525070296511997	0.0	0.0	0.17327500640244303	0.0	0.0	-0.2931302860379219	0.0	-0.8478342776652426	0.0	0.0	0.0	0.0	0.22948991484839731	0.0	0.0	0.0	0.0	0.0	0.0	-0.1606997576116853	0.0	0.15077511135380628	0.0	0.0	0.27843904784417983	0.0	0.0	0.0	-0.23340652440674603	0.0	0.0	-0.30990211104814047	0.0	0.0
0.0	0.0	0.0	0.12794938218904123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8244040464150454	-0.41187895904295146	0.0	-0.04515277477912605	0.0	0.0	0.0	0.0	0.1474000865177253	-0.22113824971390866	-0.670525333378464	0.0	-0.1442440888878903	0.0	0.0	0.0	0.0	0.0	0.0	-0.29820686276070774	0.0	0.0	0.0	0.27715387254728974	0.0	0.0	0.0	0.0	0.0	0.30556228445920286	0.08467811041916797	0.0	0.0	0.0	0.0	0.0	0.24865987633599307	0.0	0.0	0.0	0.0	0.43239621400503764	0.8951877142817856	0.0	0.0	-0.9392393671441823	0.0	0.5707185343957077	0.0	0.0	0.0	0.0	0.0	0.0	-0.5024192156270146	0.0	0.011487044327120166	0.0	0.0	-0.3308158884756267	0.13638724542251668	0.0	0.0	0.0	0.09767571003556763	0.0	0.0	0.0	0.5627295866628824	0.0	-0.4308382077418682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4438446736790702	0.0	0.0	-0.9363367683254182	-0.7284560117404908	0.0	0.0	0.3231770113561936	-0.025950491863986846
0.0	0.0	-0.8541124877519906	0.5171961784468352	0.0	0.8732483173249644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8962122369557619	0.0	0.0	0.0	-0.5297780898399651	0.0	0.32562326932886637	-0.4692758754827082	0.0	0.0	0.0	-0.25794076384045184	0.0	0.8988092929714537	0.4255018444231483	0.0	0.0	0.538022187837067	0.0	0.7288607289254183	0.529445808043322	0.0	0.0	0.0	-0.22094032515391393	0.0	0.28832428987215397	0.0	0.0	0.0	-0.002775850546491626	0.0	-0.48937714482609773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4310973845422268	0.0	0.0	0.0	0.0	0.21377751482382337	0.5723009637725981	0.0	0.0	0.7648368144319404	0.0	0.08074025201814644	0.0	0.10467615890228044	0.0	-0.24823710368946195	0.24574194771266422	0.0	0.0	0.0	-0.3502523984721997	0.0	0.0	0.0	0.0	0.0	0.06669311036388903	0.0	-0.19474045874801515	0.26097390814281174	0.0	0.37909566711526277	-0.026249948423355818	0.0	0.0	0.13976839767876115	0.0	0.0	0.0	-0.9213938734028488	0.0	-0.1097158284189933	0.4130684094489254	-0.016501111181205508
0.0	0.24761895806970935	0.0	0.0	-0.93050208943896	0.0	0.0	0.0	-0.9501180697698146	-0.6900816287379712	0.0	0.0	0.0	-0.10269859130494297	0.530208709413501	0.0	0.0	-0.9720688171219081	0.32197521005330887	-0.991913236444816	0.0	0.0	0.0	0.48451144824350467	-0.14569642776968095	-0.2818565934192494	-0.22586907912045717	0.0	0.46196218385670246	0.0	0.0	0.0	0.1788626739947525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40453720664653336	0.0	-0.12920090975239873	0.0	0.0	0.0	0.7811671043899502	0.6993589316544265	0.03894319569059117	-0.09921866562217474	-0.7237430047243834	0.0	0.0	-0.2366191281629874	0.9497899573269478	0.0	0.9225929587544353	0.0	0.0	0.0	0.2190258654041069	0.0	0.611303580495574	0.0	0.0	-0.009311952003921653	0.0	-0.8007689109072089	0.0	0.053613664865573396	-0.5468036322854459	-0.43199480440567917	-0.34795590629801154	0.0	-0.499928570310058	-0.19756046755206258	0.0	0.0	0.0	-0.5841951244504153	0.0	-0.6055804956704378	0.0	0.0	0.0	0.0	0.0	0.0	-0.23284547170624137	0.0	-0.15866367190916175	0.0	0.21101726641158164
