appY	hyaF	+
appY	hyaE	+
appY	hyaD	+
appY	hyaC	+
appY	hyaB	+
appY	hyaA	+
arcA	moeB	+
arcA	hyaA	+
arcA	hyaB	+
arcA	hyaC	+
arcA	hyaD	+
arcA	hyaE	+
arcA	hyaF	+
arcA	nuoJ	-
arcA	nuoN	-
arcA	hybO	-
arcA	cydC	+
arcA	moeA	+
arcA	ubiC	-
arcA	ubiA	-
arcA	cydD	+
arcA	nuoF	-
arcA	hybA	-
arcA	hybB	-
arcA	hybC	-
arcA	hybD	-
arcA	hybE	-
arcA	hybF	-
arcA	hybG	-
arcA	nuoB	-
iscR	hyaE	-
iscR	hyaF	-
iscR	napC	-
iscR	napB	-
iscR	napH	-
iscR	napG	-
iscR	napA	-
iscR	napF	-
iscR	napD	-
iscR	iscR	-
iscR	hyaA	-
iscR	hyaB	-
iscR	hyaC	-
iscR	hyaD	-
modE	narL	+
modE	ccmE	+
modE	ccmA	+
modE	napC	+
modE	napB	+
modE	napH	+
modE	napG	+
modE	napA	+
modE	napF	+
modE	napD	+
modE	ccmD	+
narL	hyaA	-
narL	hyaB	-
narL	hyaC	-
narL	hyaD	-
narL	hyaE	-
narL	hyaF	-
narL	ogt	+
narL	ubiC	-
narL	ubiA	-
narL	cydD	+
narL	nuoF	+
narL	hybA	-
narL	hybB	-
narL	hybC	-
narL	hybD	-
narL	hybE	-
narL	hybF	-
narL	hybG	-
narL	torA	-
narL	torC	-
narL	ccmE	-
narL	ccmA	-
narL	napC	-
narL	napB	-
narL	napH	-
narL	napG	-
narL	napA	-
narL	napF	-
narL	nuoB	+
narL	nuoJ	+
narL	nuoN	+
narL	napD	-
narL	ccmD	-
narL	torD	-
narL	ynfG	-
narL	ynfH	-
narL	dmsD	-
narL	hybO	-
narL	cydC	+
narL	moeA	+
narL	moeB	+
narP	ccmE	-
narP	ccmA	+
narP	napC	+
narP	napB	-
narP	napH	+
narP	napG	+
narP	napA	+
narP	napF	+
narP	napD	-
narP	ccmD	-
narP	hyaA	-
narP	hyaB	-
narP	hyaC	-
narP	hyaD	-
narP	hyaE	-
narP	hyaF	-
torR	tnaB	+
torR	torR	-
torR	torD	+
torR	torC	+
torR	torA	+
torR	tnaA	+
