aceK	iclR	aceA	fruR	aceB	pykF	pfkA	ppsA	pck	fruK	fruA	glk	eno	fruB	yahA	aroP	pgk	fbaA	gapA	icd	epd	edd	ptsI	crr	dgsA	ptsH	manZ	manX	manY	nagC	glmS	glmU	nagE	ynfK	nagB	nagD	chbA	chbR	chbC	chbG	chbB	chbF	crp	nanM	nanC	nagA	acnB	mtlD	mtlR	mtlA	acnA	galP	ptsG	nanR	nanA	nanK	nanE	yhcH	nanT	fimB	cysG	nirB	nirD	nirC	galS	mglB	galR	mglC	mglA	galE	galT	galM	hupA	galK	hupB	pgm	seqA	tyrP	mtr	tyrR	ykgR	cpdB	cyaA	glgA	sfsA	azuC	glgP	speC	cstA	cyaR	hofB	ivbL	tyrB	sohB	glpG	hofM	spf	glgS	hofO	trxA
0.0	-0.3941196729429066	0.0	-0.8747712702024728	-0.12252004868724142	-0.06307520251721144	0.0	0.0	0.0	0.0	0.0	-0.8446598898153752	0.0	0.0	0.0	0.0	-0.44471526530138605	0.0	0.0	0.0	0.0	-0.6545054747257382	0.0	-0.5358575885330638	-0.4063152458984405	0.0	0.0	0.0	0.0	0.0	0.0	-0.003405998693779111	0.0	0.0	0.0	0.0	0.0	0.0	0.35625458612529437	0.0	0.5352071307444531	0.43818425837284153	0.0	-0.5652438448742032	-0.21461326125508096	-0.6364864143542945	0.0	0.0	0.0	-0.18032265173436296	0.0	-0.07849580817855895	0.0	0.0	-0.06985935848206282	0.0	0.0	0.0	0.0	0.0	-0.6461851461790502	0.0	-0.7334872544743121	-0.8214555880986154	0.0	0.0	0.0	-0.463567603379488	-0.009930125903338194	0.0	-0.2962443377757226	0.0	0.0	0.0	0.0	0.0	0.0	-0.5370046845637262	-0.6091701758770376	0.0	0.3433186965451034	0.0	0.0	0.0	0.6300343708850636	0.0	0.0	0.0	0.0	0.2573144382458615	0.11514347657766058	0.0	-0.8736358061432838	0.0	0.0	0.0	0.0	0.028510404850405915	0.32002828174771275	0.0
-0.1422959240153432	0.0	0.0	0.0	0.0	-0.4410324082709849	0.0	0.6407238954932911	0.0	-0.9906475595198572	-0.18282378441654146	0.0	-0.2610580201726407	0.0	0.0	0.0	-0.0684797201541757	0.0	0.0	0.0	0.0	0.0	0.0	-0.3875391807088008	0.0	0.15976101113040142	0.0	-0.25711631123724793	0.0	0.0	0.0	-0.24278305447660387	-0.9014782707672566	0.0	0.0	0.3725999526547859	-0.4016004183795303	0.0	0.0	0.228453248992738	0.0	-0.015229612744094678	0.4626272499473253	0.0	0.0	0.0	0.0	0.0	0.40558323854399264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06659561817417303	0.0	0.20975521784523266	0.0	-0.4517106667626649	0.0	-0.7438751338049769	-0.8558754320256412	0.0	0.0	0.0	-0.055761242751032114	0.0	0.0	0.0	0.022762902232376498	0.0	0.0	0.0	0.0	0.0	0.05269718168060189	0.0	0.009901983609089428	0.8220471106384186	-0.7145988391712308	0.0	0.0	0.0	0.6260632541322444	-0.47898316592909396	0.8879647591278337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2930956652853638	0.0	0.5893376625379314	0.0
0.0	0.0	0.0	0.0	0.0	-0.27835030923597515	0.0	0.0	0.5012657008320113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.19920426402678743	-0.2670318793630362	0.0	0.0	0.0	-0.20256877760402858	0.0	-0.4792027547955513	0.0	0.0	0.0	-0.38554506772197783	0.0	0.0	-0.8989688726142049	0.0	0.0	-0.16266639209607914	-0.11117795269390246	-0.9514296681154519	0.0	-0.4783435474480142	0.0	0.0	-0.10692836103649611	0.0	0.0	0.03866890366690312	-0.5564591337461025	0.0	-0.07019398733973503	0.0	-0.16774525072590601	0.9160225538539845	0.0	0.0	0.0	-0.2518527174834162	0.333990971192463	0.8349476917099923	0.5718339425243958	0.0	0.0	0.0	0.0	-0.9081024746410549	0.0	0.0	0.0	0.0	-0.34689256199635565	-0.5199461882002652	0.0	0.018303540448680045	0.0	0.0	0.0	0.5071969300718269	0.0	0.0	0.0	-0.5163257424930214	0.0	0.36410954239931126	0.7931533115830509	0.0	0.017612083934980895	0.33582359675953233	0.0	0.0	-0.6631597974337637	0.0	0.0	0.0	0.3309630580081613	-0.5217525770422071	0.0	0.0	0.0	0.0	0.4465158021608864	0.0	-0.02904172777198255
0.0	0.0	0.0	0.0	0.0	-0.583830680930987	0.0	0.0	0.0	0.0	0.0	0.0	-0.9569388818927109	-0.9480239637196064	0.0	0.0	-0.08306939655482226	-0.061750948480051304	0.0	0.0	0.0	-0.8481625325512141	-0.08617315418086946	0.0	0.0	0.0	-0.16151961823925376	0.0010486645549216411	0.0	0.0	-0.990260377060622	0.0	-0.687562731327489	0.35936903399209974	0.0	0.21466908979775706	-0.2343024266883731	0.0	0.22898051013661425	0.0	0.5124078162790794	-0.06152903490388567	0.8212342056823382	-0.9564734157174826	-0.10314132701104428	0.0	0.0	-0.387797546107322	-0.26891638307082116	0.32010383812545645	0.0	0.0	0.220161865215997	0.0	0.0	0.4328917177465993	0.0	-0.23364852394791702	-0.6611481511499733	0.7367695308780833	0.0	-0.5637242216616869	0.0	0.0	-0.10275811329483986	0.0	-0.9100703687872738	0.0	0.0	0.0	0.0	0.0	0.33644865980607047	0.0	0.0	-0.42696838453412056	0.0	0.0	0.0	0.0	0.9133424406793358	0.0	0.0	0.0	0.0	0.0	0.47444159810555325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30695731113531516	0.42439381300361434	0.0	0.701669179002804	0.0	0.0
-0.43542110873386264	0.0	0.0	0.0	0.23599055613949205	-0.4124666510615498	0.0	0.0	0.0	0.0	-0.37523418851196766	-0.6917645081412047	-0.3087833116296679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7013440108641419	0.0	-0.16677892371080816	-0.22823395325404905	0.0	0.0	0.0	0.0	0.0	-0.5343610742129385	0.0	0.0	-0.34856295492500067	0.0	0.0	0.0	0.0	-0.10223927731449778	0.0	0.00574886614660608	-0.2567249177644443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13313461256378484	0.9514612963426071	0.0	0.1988186482174944	0.0	0.0	0.0	0.0	0.0	-0.005588501458987594	0.0	0.0	-0.3015893299598247	0.0	0.0	0.0	-0.501723161878918	0.0	0.0	-0.529007266042754	0.0	0.0	0.0	0.0	-0.13731219712644815	0.0	0.0	0.0	-0.2890854144934565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214165450991772	0.0	-0.14136747713200748	0.0	0.0	-0.8490940309129655
0.0	-0.0989024166483432	0.0	-0.03888630401343107	0.0	0.0	-0.433862745994702	-0.021410310662023913	0.0	0.0	0.0	0.0	0.0	-0.38027295167557895	0.0	-0.09476647669341642	0.0	0.0	0.0	0.0	0.11756337757850024	-0.28711012029089034	0.0	0.0	0.0	0.09470269549194865	-0.04146787663921714	0.1747192849795946	0.0	-0.15451919776387513	0.0	-0.6352613791823387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3450786848345877	0.480590130233537	0.0	0.0	-0.26523709995672107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4925704342313111	0.0	-0.6772193284705281	-0.202182607492432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15845970367081463	-0.4231346635937787	0.4322559890868361	0.0	0.20733787902866083	0.0	0.0301647312683275	-0.6141376600135118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13889030309281078	0.0	0.0	0.8452345106576864	0.0	0.0	0.0	0.6538788250761093	0.0	-0.9961763198953122	0.0	0.0	0.5712516988802848	0.0	0.0	0.6538750896932324	-0.029461184283718467
0.0	0.0	0.0	-0.05075898999348283	0.0	-0.8113331424538046	-0.4102808416355401	0.0	0.0	0.0	-0.8681702215690166	0.0	0.0	0.0	-0.7840103418566287	0.0	0.0	0.41688595823505864	0.0	0.0	0.0	0.0	-0.48574549588374794	0.0	0.0	-0.5104537440973879	0.0	0.0	-0.435639031464234	0.0	0.0	0.0	0.0	0.304020393451485	0.0	0.0	-0.9074930553324521	0.0	0.0	0.0	0.24227454702682383	-0.37592539136918063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5763026620096218	-0.5428518955595791	-0.48443285864777863	-0.4219026534280491	0.2160496878822118	0.0	0.0	0.0	-0.1064919859636575	-0.3414912666194141	0.0	0.0	-0.9083230122923851	0.0	-0.47308974899351597	-0.789532121270895	-0.5839820180553943	0.0	0.4100232656644876	0.0	0.38397700191710665	0.0	0.721023369880881	-0.9807043748442084	0.0	0.0	0.0	0.0	0.6077065639585646	0.0	-0.8675528091844171	0.0	0.7576425115827664	-0.4559187004342675	0.8407551885408644	0.0	0.23043753729540925	0.0	0.0	0.0	-0.7051505181007087	0.0	0.3288138435674541	0.12326884373912193	-0.6854335607495159	0.0	0.0	-0.032129702158272266
0.0	-0.04274942260235548	0.0	0.0	0.0	-0.3716629222035408	-0.2894612969830632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2910109652435834	0.47322213458390877	0.3310837487565219	0.3714987913094436	0.0	-0.36752503481693566	0.0	3.4148477415241185E-4	-0.06011712085455656	-0.5756372963122637	0.0	0.0	0.0	-0.3691333611495793	0.0	-0.6880547059699893	-0.22958275047130883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5755886917778809	0.5488339297783953	0.0	0.0	0.0	0.0	0.0	0.0	0.5592633628640824	0.0	0.0	0.0	0.0	0.0	0.0	0.4480467286032873	0.0	0.0	-0.47334528621286154	0.0	0.0	-0.6128691351041198	-0.06405266304500401	-0.9105391190387309	-0.41704737837426364	0.0	0.0	0.0	0.0	0.0	0.32567196633389545	0.0	0.0	-0.3578504512552172	0.0	0.0	0.0	-0.38471527327783406	0.06905897029432362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12014750824176598	0.766470991651356	-0.625384335173294	0.0	0.0	0.0
0.0	-0.13431865349411964	-0.10577302146703005	0.0	0.0	0.0	-0.6413140902295709	0.6658033276697172	0.3656332678347846	-0.5191555419005454	0.0	0.0	-0.6727518858388066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28394749572196937	0.0	0.0	-0.5074682575797042	-0.5686953265685588	0.0	0.0	0.0	-0.19926602602936327	0.0	0.0	0.0	-0.2940413220785558	-0.3605062509441793	0.0	0.0	0.0	0.0	-0.5660444701886376	0.294492960695353	0.1884813194939453	-0.07023926560455734	0.9028474252582946	0.0	0.5434733828579829	-0.541080845752731	0.0	0.0	-0.22601529249171376	0.0	0.0	-0.5797824906185269	0.1939058520200353	-0.9724551807157695	0.0	-0.4803873895595533	0.7822618809913069	-0.1689001478056834	0.0	0.6158060279699578	0.0	0.0	0.0	-0.03905702545307577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2279254242783359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5831623627588346	0.0	0.348955167393509	0.0	0.0	0.14809596912343675	0.0	0.0	-0.3571322055067867	0.0	0.0	0.8786438266921935	0.0	0.19823134607361004	0.0	-0.11363975307904184
-0.7702074837870896	-0.7594277674797922	0.0	0.0	0.0	0.0	-0.6301833842881024	0.0	0.0	0.0	0.0	-0.756930114235729	0.0	-0.35111214593052864	0.0	0.0	0.0	-0.12119398038340762	0.0	0.11986148431375374	0.2441346763882223	0.0	0.0	0.0	0.0	0.0	0.0	-0.330358221668782	0.0	0.0	0.0	-0.7894069994799793	-0.7659568609669805	0.0	0.0	0.0	0.0	0.0	0.1795102480003039	0.0	0.0	0.0	0.0	-0.6670284594874829	0.0	0.0	-0.3006757255643606	-0.36666502454318106	-0.253274636959607	0.0	0.3094609561844874	0.0	0.0	-0.5225385988596827	-0.3161425404250622	0.0	0.0	0.16909806567361196	0.0	0.0	0.0	0.0	0.0	-0.2704617129638791	-0.36118283099494874	-0.0019810825855626213	0.0	0.0	0.0	-0.3205856273274965	-0.2827905002916013	0.4280212292907813	0.041848549305019536	-0.37306312192231417	0.36403966818239897	0.0	0.0	-0.8071103380061686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6515916155952037	0.0	-0.6420317054726183	0.0	-0.030872806330383043	0.0	0.0	0.044556944840936905	-0.23968023736961186
