crp	hofP	+
crp	hofN	+
crp	hofM	+
crp	uxaC	+
crp	azuC	-
crp	ykgR	+
crp	gntP	+
crp	uxaA	+
crp	exuT	+
crp	uxuB	+
crp	uxuR	+
crp	spf	-
crp	cyaR	+
crp	uidC	+
crp	yeiT	+
crp	agp	+
crp	cpdB	+
crp	crp	+
crp	cstA	+
crp	cyaA	-
crp	mpl	+
crp	ilvB	+
crp	ilvN	+
crp	ompA	+
crp	uidB	+
crp	hofC	+
crp	hofB	+
crp	ppdD	+
crp	glpE	+
crp	glpG	+
crp	grpE	+
crp	trxA	-
crp	uidA	+
crp	uxaB	+
crp	uxuA	+
crp	xseA	-
crp	ubiG	+
crp	yhfA	+
crp	ivbL	+
crp	yeiA	+
crp	glgS	+
crp	ychH	+
crp	glgA	+
crp	glgC	+
crp	glgP	+
crp	sfsA	+
crp	sohB	-
crp	speC	-
exuR	uxaA	-
exuR	exuT	-
exuR	exuR	-
exuR	uxuB	-
exuR	uxuR	-
exuR	uxaC	-
exuR	uxaB	-
exuR	uxuA	-
uidR	uidR	-
uidR	uidC	-
uidR	uidB	-
uidR	uidA	-
uxuR	uidA	-
uxuR	uxuA	-
uxuR	uidB	-
uxuR	gntP	-
uxuR	uxuB	-
uxuR	uidC	-
uxuR	uxuR	-
