alaS	alaS	-
fur	fepG	-
fur	fhuC	-
fur	fhuD	-
fur	fhuE	-
fur	fepD	-
fur	fur	-
fur	hmp	-
fur	katG	-
fur	metH	-
fur	metJ	-
fur	purR	-
fur	sodB	+
fur	entS	-
fur	sufA	-
fur	ryhB	-
fur	sufE	-
fur	sufS	-
fur	sufD	-
fur	sufC	-
fur	sufB	-
fur	mntH	-
fur	yhhY	-
fur	fhuF	-
iscR	sufA	+
iscR	erpA	-
iscR	sufE	+
iscR	sufS	+
iscR	sufD	+
iscR	sufC	+
iscR	sufB	+
iscR	ydiU	+
iscR	iscU	-
iscR	iscR	-
kdpE	kdpF	+
kdpE	kdpC	+
kdpE	kdpA	+
kdpE	kdpB	+
metJ	metF	-
metJ	metL	-
metJ	metR	-
metJ	yeiB	-
metJ	folE	-
metJ	ahpC	-
metJ	ahpF	-
metJ	metQ	-
metJ	metN	-
metJ	metI	-
metJ	metA	-
metJ	metB	-
metJ	metC	-
metJ	metE	-
metR	glyA	+
metR	hmp	+
metR	metR	-
metR	metE	+
metR	metH	+
metR	metA	+
mntR	mntH	-
nsrR	ydbD	-
nsrR	yfhB	-
nsrR	tadA	-
nsrR	sufA	-
nsrR	rffE	-
nsrR	rffD	-
nsrR	rffA	-
nsrR	rffM	-
nsrR	dkgB	-
nsrR	tehA	-
nsrR	grxD	-
nsrR	rybB	-
nsrR	mhpT	-
nsrR	sufE	-
nsrR	sufS	-
nsrR	sufD	-
nsrR	sufC	-
nsrR	sufB	-
nsrR	yeaE	-
nsrR	rffT	-
nsrR	hmp	-
nsrR	infC	-
nsrR	pheT	-
nsrR	rfe	-
nsrR	sodB	-
nsrR	tsgA	-
oxyR	sufB	+
oxyR	flu	-
oxyR	mntH	+
oxyR	fhuF	-
oxyR	sufC	+
oxyR	sufD	+
oxyR	sufS	+
oxyR	sufE	+
oxyR	ahpF	+
oxyR	ahpC	+
oxyR	sufA	+
oxyR	oxyR	-
oxyR	katG	+
oxyR	hemH	+
oxyR	fur	+
oxyR	gor	+
phoP	mgtA	+
phoP	borD	+
phoP	ybjG	+
phoP	slyB	-
phoP	mgrB	+
phoP	yrbL	+
phoP	hemL	+
phoP	metB	+
phoP	metL	+
phoP	phoP	+
phoP	phoQ	+
phoP	purD	+
phoP	purH	+
phoP	rstB	+
phoP	pagP	+
purR	hflD	-
purR	cvpA	-
purR	glnB	-
purR	glyA	-
purR	prs	-
purR	purC	-
purR	purD	-
purR	purE	-
purR	purF	-
purR	purB	-
purR	ubiX	-
purR	speB	-
purR	speA	-
purR	pyrC	-
purR	purR	-
purR	purM	-
purR	purL	-
purR	purH	-
purR	purK	-
