kdpF	kdpE	kdpA	kdpC	kdpB	alaS	metF	metJ	metN	metC	metQ	yeiB	folE	metI	ahpC	metL	metE	metR	metA	glyA	metH	metB	phoP	borD	yrbL	pagP	ybjG	phoQ	mgtA	slyB	mgrB	rstB	hemL	purD	purR	purH	speB	pyrC	purB	purF	cvpA	glnB	purE	purC	hflD	purL	speA	prs	ubiX	purK	purM	ahpF	oxyR	fur	fhuF	katG	mntH	hmp	sufD	sufC	sufE	iscR	sufA	sufS	sufB	nsrR	sodB	rfe	fhuC	fhuE	rffA	ryhB	mntR	hemH	rffT	fepD	rffM	tadA	yfhB	tehA	grxD	fhuD	iscU	rybB	fepG	tsgA	erpA	ydbD	ydiU	flu	entS	dkgB	rffD	yeaE	mhpT	infC	pheT	rffE	yhhY	gor
0.17679446308311736	0.0	0.2529947526997287	0.0	0.0	-0.6767192368861288	0.0	-0.2483363477513194	0.0	0.0	0.0	0.0	0.0	0.0	-0.3804145622998476	0.0	0.0	0.0	0.5723389731530635	0.0	-0.43976397211491924	-0.4926536849234253	0.0	0.14418280390522548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27637782678081524	0.0	0.0	0.0	0.0	-0.7766588507220149	0.0	-0.19756145658902824	0.0	0.0	0.0	0.0	0.0	-0.08719781786203384	0.0	0.0	0.0	0.0	0.35445413018063465	0.0	0.0	0.0	-0.07279620044283258	0.46277771460080463	0.0	-0.20147251815337563	0.0	0.0	-0.11345744342543185	0.0	0.0	0.2422273651457879	-0.8672556623350829	0.0	0.0	0.0	-0.1698109433054924	0.0	-0.5884862053208053	0.0	0.230033452097922	-0.696508277207613	0.0	0.0	-0.6525652806740254	-0.07663194416090846	0.0	-0.6702773233409971	0.0	0.0	0.0	-0.8856468524318188	-0.0984821158926934	0.0	0.0	0.95884816301548	0.0	0.0	0.0	0.0	-0.08151631848886609	0.0	0.0	0.0	0.0	-0.37111589103005826	0.0
0.5154957203324578	0.0	0.5494116937985976	0.0	0.3056750874204945	0.0	0.0	0.0	0.0	-0.6053760356735438	-0.5947038643062115	-0.18862391309812665	-0.5391256751026958	0.0	-0.8257867954671383	0.11103049372009277	0.0	0.0	0.0	0.0	0.0	0.0	0.9419970153636696	0.5071597710294939	0.0	0.0	0.0	0.0	0.0	-0.9177770910318941	0.9509921609366024	0.0	0.0	0.03758413935153615	0.0	0.0	-0.3396967723965645	0.0	0.0	0.0	0.0	-0.5564561949577183	-0.7079935979563743	0.0	0.0	0.0	0.0	0.0	-0.5150213907472789	0.0	0.0	0.4679619523365871	0.0	0.0	0.0	0.0	0.0	-0.4212746031520499	0.0	0.0	-0.5824597952002795	-0.9309493349865079	-0.41690742940857894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6036969746928662	-0.11569279991090298	0.0	0.0	-0.7818357916548848	-0.0752427619881928	0.0	0.0	0.0	0.0	0.0	-0.09549071057699621	0.0	-0.5750380239915103	0.0	0.0	0.0	0.0	0.873788307882185	0.0	0.0	0.0	-0.7067984901368618	0.0	-0.8605426601134241	0.0	-0.06174393533729017	0.0	0.0	0.7866344401832092
0.0	0.0	0.18017941687836836	0.0	0.7093074118422729	0.0	0.0	-0.23551451787352562	0.0	-0.14159402064979076	0.0	0.0	0.0	0.0	0.0	0.0	-0.17498085368021743	0.0	0.0	0.0	0.0	0.0	0.0	0.9207178429743565	0.0	0.38837821686353396	0.0	0.0	0.0	-0.27354235388338566	0.6714865516347522	0.9693324276331208	0.0	0.37903005731365513	-0.7378719614353031	-7.923391497568488E-4	0.0	-0.8363642040640116	0.0	0.0	0.0	0.0	0.0	0.0	-0.4873580876737833	0.0	0.0	0.0	-0.9521412190515548	0.0	0.0	0.2988377178688423	0.0	0.1511762238216201	0.0	0.27075295006506456	0.0	-0.07608422617740762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06836587376892567	0.0	-0.13965509901754558	0.0	-0.94044483685866	0.0	0.0	-0.4646135391667485	0.0	0.0	0.0	-0.2188352714292705	0.0	0.0	0.0	0.0	-0.5335500538349152	0.0	-0.030203865841031075	-0.43626933777704835	-0.6362550726626068	0.13308151415110653	0.0	-0.5230390895158052	0.0	-0.17044454417191446	0.0	0.0	0.0	-0.9677772473078221	-0.780939637683332	0.0	0.0
0.0	-0.2330838788766414	0.0	0.0	0.0	-0.9798790521454066	-0.41272179037332535	0.0	-0.6973584862425923	0.0	-0.25325247645378113	0.0	0.0	-0.45440937648527324	-0.3325604486744851	-0.37894559619330526	0.0	-0.010166771011427045	0.0	0.0	-0.11174266976132852	0.0	0.9615337461970213	0.0	0.08503867211809399	0.0	0.0	0.0	0.0	0.0	0.6394343271327848	0.0	0.7952464889233681	0.0	0.0	0.0	0.0	0.0	0.0	-0.5405980537179857	0.0	0.0	-0.775708744302392	-0.7298942087218165	0.0	0.0	-0.4044829870108515	0.0	0.0	-0.9671094559598714	0.0	0.0	0.0	-0.49867819593133533	0.0	0.0	0.0	0.0	0.0	0.4196682346647288	0.007328554377877605	0.0	0.0	0.28244362885937846	0.0	0.0	0.0	-0.650136781623587	0.0	0.0	0.0	0.0	0.0	0.8305321921935672	0.0	-0.3087705518119037	0.0	0.0	0.0	0.0	0.0	-0.4968250917736441	0.0	-0.7818953900132328	-0.462017530342564	-0.5645013144239783	0.0	0.0	0.0	-0.7876587421633303	0.0	0.0	0.0	0.0	0.0	-0.7005244994070381	-0.20889071840792894	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.738371743587777	0.0	0.0	0.0	0.0	0.0	-0.3327133999237484	0.0	0.0	0.0	0.0	0.0	-0.8479320644401014	0.2800103642317863	0.0	0.0	0.0	0.0	0.0	0.0	-0.6404550329316407	0.0	0.0	0.0	0.0	0.0	0.0	-0.5074233536142856	-0.9282665902283043	0.0	0.0	0.0	0.0	-0.3406611366663128	0.0	-0.03420943580567837	-0.9227701418567449	0.0	0.0	0.0	0.0	0.0	0.0	-0.6043999388348311	0.0	-0.5415665351320058	0.0	0.2540973333008768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7191595686599612	0.0	-0.750528002390638	0.0	0.0	0.0	-0.1828020210377872	-0.26077568903565407	0.0	0.0	0.0	0.0	-0.7691006085369736	0.0	0.0	0.0	-0.8857291704043746	-0.7134308046661317	-0.05240828427486122	-0.3867845213972032	-0.06199478171765804	-0.3509769099764526	-0.24739893339574337	0.17975822416626935	-0.987206147518009	0.0	0.0	-0.39383114548400044	-0.4279408222064376	0.0	0.0	-0.9280494581907988	-0.039026054088026285	0.0	0.6063564341734516
0.03159015487317658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6650432574097067	0.0	-0.3854102063924074	0.0	-0.2821888532489538	-0.5151493337471038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.627028046791088	0.0	0.0	0.9547512969241166	0.0	0.0	0.06924161128119477	0.0	0.0	-0.2292176235087322	0.0	0.3649509375133677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9648711527697742	-0.3895694459788501	0.0	0.0	0.0	0.0	0.0	0.0	0.06497942238532764	-0.4896124277729541	0.0	0.0	0.0	0.0	0.0	-0.6212140006272855	0.0	0.0	0.0	0.0	0.5083031717023329	0.0	-0.9725102595984936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7595275212079287	0.0	-0.3807161385193467	0.0	0.0	0.0	0.0	0.0	-0.11605974659323692	0.0	0.0	0.0	0.0	0.0	0.469257106767307	-0.20138668711297214	0.0	-0.9762057068292052	0.0	0.0	-0.47067711036652327	0.0	-0.30023145861923695	0.0	-0.5741560896858573	0.0
0.0	0.0	0.0	0.0	0.8387170607859653	-0.26559820864349604	-0.41182683361694217	-0.159927390050143	0.0	-0.8544389479793608	-0.5018010376952589	0.0	0.0	-0.43591159163042903	0.0	-0.0914568611452049	-0.6338513067417534	0.0	-0.02759026505084944	0.0	-0.6798645083775358	0.0	0.0	0.9185551184738345	0.0	0.0	0.14355844406907675	0.2271339139208818	0.0	-0.1172118866816163	0.0	0.0	0.36043025673942003	0.0	-0.07555749267339706	0.0	0.0	0.0	-0.7623489596880972	-0.11291473265737295	0.0	0.0	-0.059977174969390035	0.0	0.0	0.0	-0.44389161886647344	0.0	0.0	0.0	0.0	0.0	-0.507462594890967	-0.23163978866147006	0.0	0.0	0.0	0.16981229158736932	0.19253340351592874	0.0	-0.48457157137339424	0.0	0.0	0.0	0.0	-0.6461930049117655	0.0	0.0	0.0	-0.10416310583241284	0.0	0.0	-0.14427044847980142	0.0	0.0	-0.668734400998801	0.0	-0.19502527127042413	0.0	0.0	0.0	0.0	0.0	0.0	-0.7398014992941171	0.0	-0.7887481341604143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9437010432593524	-0.8156926692463458	0.0	0.0	0.0	0.3409809331628847
0.0995246162768147	0.0	0.40159204902708123	0.0	0.0	0.0	0.0	0.0	-0.6415140242315829	0.0	0.0	-0.2762688882648945	0.0	0.0	-0.16660559573210776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8746309236952405	0.8151988655102128	0.0	0.0	0.0	0.0	0.3329796332830313	0.0	-0.07950076693668962	0.0	0.0	0.0	0.0	-0.0777432513423264	-0.5851011539343745	0.0	0.0	0.0	-0.29937607888132334	0.0	0.0	-0.3426513592712581	0.0	0.0	-0.32069370592944324	0.0	-0.09614625619724393	0.0	0.0	0.0	0.0	0.39583908506356347	-0.0686656293718877	-0.2975188298022692	-0.5509012228855998	-0.43488860223442316	0.0	0.0	0.0	-0.7054139729589224	0.0	0.0	-0.5764204571023583	0.0	0.0	-0.7957684865687042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3382591255940497	0.0	0.0	0.0	0.0	0.0	-0.5232386183924973	0.0	0.0	0.0	-0.2028488426003605	-0.7187904631718993	-0.20264242636039853	0.0	0.0	0.0	0.0	-0.9053189237602055	-0.43866951228119433	0.0
0.15710409056764757	0.0	0.0	-3.8520416959372805E-4	0.1186382080598187	-0.6227690982632339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5797258869279176	0.0	0.4814803608196163	0.0	0.0	0.0	-0.21801747575125063	0.0	0.0	0.0	0.13526649852714606	0.0	0.0	0.5497713914004456	0.0	0.8599487221285906	0.0	0.21960537065171548	0.0	0.0	-0.24330650447794366	0.0	0.0	-0.42703014542348683	0.0	0.0	0.0	0.0	-0.11202483647502959	0.0	-0.06853432091884315	0.0	-0.3831290740054101	0.0	-0.09432631963863969	0.0	-0.9859124340582639	-0.2016522316262126	0.0	0.0	0.13768738770080602	0.0	0.0	0.0	-0.4516314187025262	0.0	-0.3634609740564917	0.0	0.0	0.0	-0.2258345517528727	0.0	0.0	0.4395891211396161	0.0	-0.4849374301265925	0.0	0.0	0.0	-0.0019925450906157494	0.9837855351498718	0.0	0.0	0.0	-0.7998164063319564	-0.5685634419787675	-0.4532097475603223	-0.7147632255218923	-0.8272099813912064	0.0	0.0	-0.17365083866752684	0.0	-0.3760476070456207	0.0	0.0	-0.16691116383299232	0.0	-0.5561543917283416	0.0	-0.01325788744725287	0.0	0.0	0.0	0.0	0.0	0.2489557262729275
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6444725522305816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20086660296969772	0.0	0.0	0.0	0.0	0.0	-0.41632336820475757	0.653497874018869	0.0	0.0	0.6055112394754948	0.0	0.0	0.0	0.0	0.0	0.0	0.7591523393487307	0.0	-0.8197262738831341	0.0	-0.11659030243754387	-0.2944637262262404	0.0	0.0	-0.5835748133249581	0.0	0.0	0.0	0.0	-0.8438275312073529	-0.23561750608496368	0.0	-0.5551861410494894	0.0	0.0	0.016091360956885035	-0.6627377362456173	-0.38691523572275544	-0.2857396504841745	0.6285980895219774	0.0	0.0	-0.3394831096547457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1039713404541913	-0.07410519756376743	-0.8393227017950267	0.0	0.0	-0.5288441884331405	0.0	0.0	0.0	0.0	0.0	-0.7945198095403612	-0.1511222291737795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3075409382581711	-0.6350823130924255	0.0	0.0	-0.6752638921607286	0.0	0.0	0.0	0.0	0.0	-0.2521615750156343	0.0	-0.277858306420967	0.0
