glnX	fis	leuP	lysW	pheV	msrA	cspI	serT	apaG	metT	proK	lysT	valT	glnV	proL	lysV	glnW	tpr	queA	tyrT	trmA	tyrU	gltX	pheU	ksgA	thrW	alaW	leuT	glyT	tyrV	leuX	thrT	thrU	serX	proM	glnU	aspV	valY	argX	apaH	mazG	valU	leuW	valX	gyrB	hisR	topA	tufB	leuQ	argW	alaX	pdxA	glyU	argU	flxA	metU	leuV	alaT	rrlE	ileT	pyrD	rrfE	rrfA	rrsE	lrp	rrsA	rrlA	gltV	rrlC	rrlG	alaU	rrfG	gltT	gltU	rrfD	rrlB	rrlH	ileU	rrsC	hns	rrsH	rrfB	ileV	thrV	rrsB	rrsD	rrfF	rrsG	rrfC	rrfH	gltW	rrlD	alaV	ilvI	ilvH	fimE	chpR	chpA	fimA	csiD
0.0	0.0	0.0	0.0	0.0	0.0	-0.9751876844093204	0.8290266451140951	0.0	0.0	0.0	0.0	0.918853699008097	0.0	0.2377921768505645	0.47314472153698217	0.8007916437083558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153684943604886	0.0	0.0	0.0	0.0	0.0	-0.06931301312905828	0.0	0.0	0.0	0.0	0.0	0.3458170284997957	0.9206485649351824	0.0	0.923997420000156	0.21583204615498072	0.0	0.15407796525132783	0.39894492424158956	0.5411257803824936	0.3047687566238088	0.0	0.0	0.15304055496084523	0.09480491778197765	0.0	0.0	0.0	0.5655857127428825	-0.8315546223893762	-0.6889523232821375	0.0	0.0	0.0	0.4552290617408939	0.16790917366861347	-0.02771011340619478	-0.22584178755199108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6747361945454031	-0.7699125327635556	0.0	0.0	-0.8014869012404233	0.0	0.0	0.06890530371397241	0.0	0.0	-0.9808456373866647	0.0	0.0	-0.39200907900056303	-0.10363946381794081	0.0	0.23498629344077165	0.0	-2.679896047058927E-4	0.0	0.0	0.828912264113229	0.0	0.11801335391883194
0.0	0.0	0.0	0.0	0.3188892756247982	0.0	0.0	0.2978110309405338	0.17945049638867783	0.0	0.07533471206132741	0.0	0.9310979095865982	0.0	0.0	0.0	0.0	0.35537812452506234	0.0	0.4497764851225966	0.24604051315969586	0.5977533860078194	-0.5726982532069087	0.0	0.8570425055891099	0.6032402595843385	0.0	0.0	0.8424009984972506	0.0	0.0	0.0	-0.0032773344886428265	0.0	0.3927788903714973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5213566054590046	0.0	0.0	0.0	0.0	0.0	0.0	0.4298526273439271	0.09429783638090354	0.0	0.8768653312042637	0.0	0.2320606402909849	0.0	0.0	0.0	-0.7558754708152264	0.0	-0.03397376867299057	0.013389988343975201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8153717166278511	0.0	0.0	0.0	0.0	-0.6310740984044969	0.0	-0.9299792891833931	0.20017687345489377	0.0	0.0	0.0	0.0	-0.051956543466076255	-0.3538934465032071	0.0	0.0	-0.1676600330213623	-0.7280055042356253	0.0	0.0	0.8977477586390731	-0.5977111167740077	0.599020875928418	0.0	0.0	0.0
0.0	0.0	0.0	0.12831646432017124	0.0	-0.7012065225280821	0.0	0.0	0.0	0.47208271716053946	0.0	0.0	0.0	0.0	0.0	0.0	0.2670190543023571	0.0	0.1934212740165803	0.0	0.8193985155112928	0.2393922472784408	0.0	0.8885018064784901	0.0	0.0	0.39601405700754927	0.0	0.0	0.0	0.6835933386969983	0.05610534305052172	0.0	0.0	0.0	0.6677528634045276	0.0	0.8231312031361036	0.0	0.014707824348558787	0.0	0.0	0.0	0.0	0.0	0.5667758645697138	0.0	0.0	0.0	0.8581406198262295	0.0	0.4494965159198833	0.0	0.0	0.5715932979990078	0.0	0.0	0.0	-0.3135370709243217	0.423317479275989	-0.2424039551988244	0.0	0.0	0.09997778642717625	0.0	0.6449586968789585	-0.24172783372805473	0.0	0.0	-0.002899738578476918	0.026792687635990076	0.0	-0.5945840938948095	0.0	-0.8802113262936473	-0.6489387368783355	-0.053772301180288196	-0.9549603632185608	0.0	0.3255275742218916	0.0	-0.12803007664524502	0.0	0.0	0.0	0.0	0.0	-0.316623667255044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.39314951468259096	0.7590509629188639	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.6178578093772843	0.0	-0.6805697723757476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9277391169480866	0.7834101251738258	-0.4444359242916107	0.0	0.0	0.0	0.0	0.0	0.5478914423527746	0.0	0.0	0.0	0.6433038056253516	0.0	0.04473833011108226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5317266421802209	0.17523778201748558	0.0	0.0	0.5729692970732791	0.6140598436676756	0.5560408423992624	0.034673524675546415	0.6031230656368571	0.8285282030093017	0.2872484038584921	-0.584084105841721	0.5703394905001695	-0.9664268160704523	0.0	0.4930566443660381	0.0	-0.46290762815624475	0.0	0.0	-0.020610544329522584	0.0	0.0	0.0	-0.25901370495557785	-0.8063759533688426	-0.10917276400141418	0.0	0.0	0.0	-0.9523618489038199	0.0	0.17884894884872182	0.0	0.0	0.0	0.0	-0.5129247230943292	0.0	-0.5211788373999298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5351783937620532	0.0	0.0	0.0
0.6724240310126471	-0.03393376129679382	0.7644791262642883	0.0	0.0	-0.641771751921624	0.0	0.0	0.8603132321127545	0.0	0.8538740408972321	0.0	0.19779080875413596	0.10274293177681276	0.09000926320856037	0.0	0.14452467221707851	0.48327339895743837	0.8482157583934876	0.8293474461211318	0.0	0.0	0.0	0.0	0.30416418024970315	0.0	0.0	0.0	0.3095238170734226	0.0	0.0	0.0	0.0	0.46198761013980183	0.0	0.0	0.0	0.0	0.928112149712922	0.41770001909983634	0.0	0.5018595239101473	0.32089529880474377	0.19533677178107683	0.0	0.0	0.5848503985126514	0.0	0.0	0.0	0.0	0.0	0.0	0.6147913721727958	0.6982935849853141	0.2717750282896596	0.0	0.0	-0.6750677143464783	0.0	0.0	-0.2536798173096031	0.0	0.0	-0.8882385292090476	0.09388606677900627	0.0	0.0	0.0	0.0	-0.021259342513857193	0.0	-0.6168139986693859	0.0	0.0	0.0	-0.8252072618342936	0.0	-0.06737279775552452	0.0	0.0	0.0	0.0	0.0	0.0	-0.5960602979175746	-0.3859379456844181	0.0	-0.19122185167224381	0.0	0.0	0.0	0.0	0.0	0.27768554291970104	-0.705397090408951	0.0	0.0010310350031668917	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.17066640965640545	0.0	0.0	0.0	0.0	0.0	0.5685407284294265	-0.04598357088943711	0.0	0.4645620622384281	0.0	0.9726810829129439	0.0	0.43877128188297687	0.35985434509626385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.607161300178486	0.0	0.7617010344907313	0.0	0.7446717798135304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04366267499100608	0.9023425510107104	0.0	0.0	0.0	0.7668521924617342	0.0038819724378187093	0.0	0.4862705911017669	0.0	0.7420064170764034	0.0	0.8223093911864654	0.0	0.9626091070283486	0.0	0.1469639487887267	0.26549203726472886	0.0	0.11450044026494272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02003333085404191	0.0	0.250669955657444	0.0	0.0	-0.22620929800905287	0.0	0.0	0.0	0.0	-0.23632270912639797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5128835237880631	0.0	-0.22531605573921148	0.0	0.0	0.0	0.0	0.0	0.15047814816366772	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.08300437056459486	0.2880066165881317	0.7151268602442782	0.03901455067362056	0.0	0.0	0.0	0.0	0.0	0.21383345715616955	0.0	0.0	0.0	0.7795408640781843	0.0	0.0	0.0	0.0	0.0	0.09024935670785703	0.0	0.0	0.0	0.04391882482840958	0.0	0.0	0.0	0.0	0.7087703123001267	0.6878844730399551	0.5173727377372506	0.38371013379346053	0.0	0.0	0.0	0.8364848406939331	0.0	0.0	-4.630258772522211E-4	0.0	0.0	0.0	0.4832720963258011	0.0	0.13945882738691018	0.0	0.0	0.0	0.0	0.0	0.20442843174994924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4061154733891556	-0.3049938660956705	0.5790220760201386	-0.06827210844494402	-0.5020723554771394	0.0	-0.2740795807912946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1766602809075266	0.0	-0.23002842511050403	0.0	-0.8111965751741081	0.0	0.0	-0.3544457338383651	0.0	0.0	0.3778674563710516	0.40990396684644287	0.23292053616887895	0.0	0.0	0.0	0.0	0.0
0.0	-0.38318604906089604	0.0	0.8650248886070881	0.7717085159042939	-0.7774087998550385	-0.09551596152596176	0.0	0.0	0.15481485827158556	0.9214709195208219	0.0	0.0	0.0	0.0	0.4412648792556406	0.0	0.6404189391874145	0.0	0.7727304143159145	0.0	0.5937574293876179	-0.0504754139110446	0.0	0.0	0.0	0.294836916170014	0.0	0.3985963768007784	0.20035582881345693	0.0	0.0	0.45320913464604556	0.0	0.15937280159088557	0.22154498382769552	0.0	0.5009897474168561	0.5847238521178383	0.0	0.0	0.0	0.0	0.0	0.0	0.38104631204368683	0.8087747815680701	0.0	0.0	0.5923837440840026	0.6041068639059757	0.0	0.5824358526942179	0.36939615252081365	0.0	0.0	0.0	0.0	0.0	0.10215895281069226	-0.9838975914753973	0.0	0.0	0.0	0.0	0.758577684957046	-0.4427396967995262	0.0	0.0	0.0	0.43203714982804864	0.0	0.0	-0.6775748385116458	0.0	0.0	0.0	-0.6572160944342613	0.0	0.0	0.0	0.0	0.0	0.12979309446468457	-0.057382394559681416	-0.5753665729425848	0.0	-0.09464596048928797	0.0	-0.10384288873581649	0.0	0.0	0.20718468360984083	0.4217125193928695	0.0	0.0	0.0	0.8656015818984325	0.34086574500556927	0.0
0.15175935911103364	-0.025730970548465848	0.2242350980592363	0.0	0.39229824390579904	0.0	0.0	0.0	0.056163518512700086	0.0	0.0	0.7971735946681131	0.0	0.0	0.0	0.0	0.0	0.0	0.038712318113974034	0.0	0.13790478173455953	0.7097128832193204	0.0	0.0	0.0	0.5799626259937147	0.0	0.004486687978630208	0.0	0.718240734263503	0.5346975036587238	0.0	0.49973422674304485	0.07124298478189084	0.0	0.5676169160597029	0.0	0.0	0.0	0.0	0.0	0.0	0.5103647626951622	0.0	0.0	0.0	0.0	0.0	0.8409763616017711	0.0	0.9081648641185109	0.0	0.0	0.0	0.0	0.7794703739633697	0.0	0.47768144644806715	0.0	-0.291596033769769	0.0	0.0	0.0	0.05077798036653425	0.0	0.8034812918319143	0.0	0.0	0.0	0.0	0.0	0.0	-0.3812787551432848	-0.3967566059436649	0.0	-0.9832815499976277	0.0	0.0	0.0	0.0	0.0	-0.15617838201478607	-0.5208813513163477	-0.3827309117250939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2248446117155254	0.0	0.6506214309730894	0.1413703915691283	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.3996603539632105	0.0	0.6229393733324572	0.0	0.0	0.0	0.0	0.45783075741756124	0.7179720614936618	0.0	0.6008228501417684	0.38389150446200976	0.0	0.6305167331072421	0.0	0.10853934533636977	0.0	0.0	0.0	0.0	0.0	0.0	0.7901240817241194	0.7339863496705155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26838346261176055	0.783495807585493	-0.038315443921956224	0.5819750187887571	0.0	0.0	0.8857242612033729	0.0	0.0	0.0	-0.9453674200922251	0.0	0.0	0.0	0.6742288942422432	0.1643518878898641	0.8442495897797142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3406884344294667	-0.37195157058824874	0.0	0.0	0.0	0.0	0.0	0.20359381483728495	-0.27623290949536206	0.0	0.0	0.0	-0.2452736794948578	-0.45734124165028334	0.0	0.0	0.0	0.0	0.4664092509144072	-0.2761430642567575	-0.34462354101606196	-0.3108702637255192	0.0	-0.21060336474329233	0.0	-0.1453556374181062	0.0	0.0	-0.11583947950100959	-0.4540425207635926	0.0	0.0	0.0	0.0	0.0	0.2569992758179616	0.7422410735440518	0.3790770026681934	0.8542697973485702
