aroL	tyrR	aroF	tyrB	tyrA	aroM	trpR	yaiA	mtr	trpE	trpD	trpB	trpL	trpA	trpC	aroH	aroG	aroP	folA	tyrP	hupB	hupA	seqA	pgm	galK	galE	galM	galR	galS	galT	galP	mglB	mglA	mglC	micF	acrR	acrA	rob	marA	acrB	soxS	inaA	nfo	zwf	ygiC	ygiB	ygiA	phoP	tolC	fumC	marB	marR	sodA	fpr	poxB	pqiA	rfaZ	rfaY	envR	soxR	pqiB	mprA	pgi	fldB	pagP	aslB	mgtA	phoQ	emrA	rimK	mgrB	ybaO	rstB	ybjN	fldA	nfsB	ybiS	slyB	ybjG	emrB	ybjC	ribA	yrbL	mltF	nfsA	borD	uof	hemL	purD	metL	putA	metB	metJ	metQ	yeiB	metI	metC	folE	metF	metN
-0.5740089435130358	0.0	-0.587043582694605	-0.8379430510103703	-0.9910406349226832	0.0	-0.6749049331992865	0.0	0.0	0.0	-0.28872833400964737	-0.680330130038783	-0.4764590442646295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6110449724365026	0.0	0.0	0.0	0.0	0.0	-0.5076589572709054	0.0	0.0	0.0	0.0	0.0	0.7301160901929276	0.0	0.0	0.0	0.0	0.2739668147128354	0.0	0.0	0.3125061951773158	0.0	-0.3203805089856101	0.9081182943904527	0.2102027007350416	0.0	0.0	0.7109904527363758	0.0	-0.48549093096517026	-0.18701337627135217	0.0	0.0	0.9502729187883096	0.5071074014942326	0.0	0.7418691820538792	0.060900398822182525	0.2796980445046792	0.0	0.0	0.0	0.0	0.0	0.0	0.4073214459336301	0.47297638343696913	0.0	0.0	0.0	-0.8228372670710087	0.0	0.0	0.0	0.0	0.057191764247448505	0.0	0.0	0.35361181799144054	0.0	0.0	0.0	0.0	-0.7152796869631857	-0.8615712188184261	0.0	0.0	0.0	0.0	0.0	-0.8174259443767369
-0.47119437367655337	0.0	-0.10615691705606878	0.0	0.0	-0.31523315026424825	-0.8676942663732916	-0.42162194033153355	0.0	-0.07680428284220397	0.0	-0.5325619641225785	-0.6898809152189642	0.0	0.0	0.0	0.0	-0.06357558513991535	0.0	-0.7812416821252555	0.0	0.0	0.0	0.0	0.0	-0.7590671093203127	0.0	-0.8613503731321543	0.0	0.0	-0.8141638203524053	-0.9588763611391187	0.0	0.0	0.0	0.0	0.0	0.0	-0.045003219440820086	0.0	0.0	0.8805314711439447	0.0	0.0	0.0	0.27054657856535513	0.0	-0.031331275932967785	0.0	0.0	0.0	0.0	0.7507703011637308	0.37049218713954996	0.16579968984547808	0.08910895554584707	0.21809188073290695	0.4841824941003126	0.0	0.0	0.0	-0.5393421531189233	0.0	0.0	0.0	0.0	0.15921888739211273	0.3636650026083807	-0.962012535193935	0.0	0.3769975227172804	0.0	0.19762893721052524	0.0	0.24862679146332053	0.0	0.29399393285810616	0.0	0.0	0.0	0.0	0.47004125350734194	0.0	0.0	0.2358381026525361	0.0	0.0	0.0	0.35656978520566274	0.0	0.0	-0.0787426814877944	0.0	0.0	0.0	0.0	0.0	0.0	-0.5815911190584302	0.0
-0.3667975354474038	0.0	-0.028417297871783376	0.0	-0.29966802685521543	-0.2337449009064585	-0.09524388518184423	-0.2913266126997769	0.0	-0.543693337822333	0.0	-0.716876418562606	0.0	0.0	-0.3838041638955474	-0.12108861468732357	-0.6275668207090348	0.0	0.0	0.0	-0.35900303232483566	-0.08850636356510222	0.0	0.0	-0.6743065724149346	0.0	0.0	-0.6558631949592382	-0.004949781810864806	-0.0882637626491487	0.0	0.0	0.0	0.0	-0.26518623597583907	0.0	0.0	-0.3332388058770448	-0.10242186223925875	0.0	0.0	0.0	0.8120464053867343	0.0	0.8561673941353661	0.05874172737423676	0.0	0.0	0.0	0.0	0.12647985709612267	0.0	0.0	0.0	0.0	0.2530249612988278	0.0	0.0	0.0	0.0	0.0	-0.3104839799925685	0.0	0.0	0.0	0.40748076136961614	0.0	0.0	0.0	0.0	0.0	0.0	0.3310168441530418	0.0	0.0	0.0	0.0	0.5823430133020008	0.0	-0.1746281252708286	0.0	0.8431914841255357	0.0	0.09216154067474087	0.0	0.0	0.0	0.0	0.0	0.2943497679058289	-0.1302445561159402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.5733424855861813	0.0	0.0	0.0	-0.9865576261654496	0.0	0.0	-0.07163696666248143	0.0	-0.43908617040142417	0.0	0.0	0.0	-0.9932152742985636	0.0	0.0	-0.3053632362280041	0.0	0.0	0.0	0.0	-0.0746519211679697	0.0	-0.8534662607125938	-0.5472909421660006	0.0	0.0	0.0	0.0	0.0	-0.8067905306816101	0.0	0.0	-0.6766866249963641	0.0	0.0	0.0	0.0	-0.127190474586802	0.0	0.0	0.0	0.004419354715007914	0.2873889767813992	0.0	0.0	0.0	0.09249570093256224	0.9795252122927242	0.0	0.23367045745966034	0.0	0.48589293013939044	0.0	0.0	0.0	0.062442343512309664	0.7092810383663876	-0.026879685930907726	-0.4994580093771219	0.0	0.0	0.0	0.45505132525630076	0.0	0.12564383024156128	0.0	0.0	0.0	0.5016316433231308	0.0	0.0	0.0	0.0	0.0	0.4790973012899371	0.0	0.04216426568715509	0.0	-0.7102882745675743	0.0	0.0	0.3712140788576742	0.0	0.8319880082372887	0.9310203573487699	0.0	0.9078295071964017	0.0	0.0	0.0	-0.3890749057264583	0.0	0.0	-0.6956260476727039	-0.22035957546904683	-0.819729667622596	0.0	0.0	0.0
-0.6931297637056559	-0.7384515337180346	0.0	0.0	0.0	0.0	-0.6067469127010554	0.0	0.0	-0.9598533418029547	-0.7921717178542167	0.0	0.0	-0.6040727975778282	-0.2937597616109997	-0.9608807181939483	-0.2515120746102184	0.0	0.5473983021512334	0.0	-0.714915520278737	-0.6010593094397336	0.0	0.0	0.0	0.0	0.0	-0.5747137102298439	0.0	0.0	-0.3336483659222722	0.0	-0.28240691241808236	0.0	0.0	0.0	0.0	-0.7494933360721916	0.0	0.0	0.0	0.762014779416381	0.0	0.26118147431570404	0.5468291180936945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6652596144253142	0.0	0.8901075514902528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6249165335833685	0.0	0.0	0.3509616432319585	0.7570554183923246	0.44585075506538846	0.0	0.0	0.0	0.0	0.24492052385174748	0.0	0.0	0.0	0.0	0.0	0.03286756176002842	0.0	0.0	0.27400996433218916	0.0	0.0	0.0	0.49224162747226646	0.12056574445201665	0.0	0.1587079943157886	0.0	-0.10088089783675969	-0.28961105826064515	0.0	-0.30981319956481457	0.0	0.0	-0.7806730289012194	0.0	0.0	-0.5003824809100479
0.0	-0.8667107636574656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.22913628933019936	-0.7481209507677704	-0.5442560156807303	-0.17105380701832473	0.0	0.0	-0.902528262231499	-0.24901356804184616	0.0	0.5035182613938753	0.0	0.0	0.0	0.0	-0.7327252537943423	-0.22741804271936417	0.0	-0.8765359125100076	0.0	-0.9758820082060993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.26428178627975285	0.0	0.23260326456826813	-0.1942611225594491	0.0	0.7624483278417918	0.0	0.0	0.0	0.0	0.0	0.2315852431125724	0.0	0.5864814412385692	0.0	0.0	0.8715532089555353	0.0	0.0	0.0	0.8988891477828277	-0.5939454094041139	0.0	0.0	-0.07496846024878323	0.0	0.6802742208766915	0.1440828373632155	0.26827549651071464	0.0	0.0	-0.08597043459303677	0.0	0.8036876988466215	0.0	0.0	0.0	0.8346882043975344	0.0	0.0	0.6342536646840596	0.0	0.0	0.34866215619312513	0.0	0.36509842740103504	0.0	0.0	0.0	0.0	0.3739400656782886	0.19930980429054843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9917436444666237	-0.7195373424328864
-0.05007616220973432	-0.5967073841020465	0.0	0.0	-0.3529297208879143	0.0	0.0	0.0	0.0	0.0	0.0	-0.012146217050030828	-0.417128675384447	0.0	-0.5636096771340817	0.0	-0.23309844359755516	0.0	0.0	0.0	-0.4076094694901258	0.0	0.0	-0.44990583159960806	0.0	0.0	0.0	-0.2867886107414961	0.0	-0.7591631163377315	-0.09046410443261266	0.0	0.0	0.0	0.0	-0.9971315104048699	-0.32030491511965686	0.0	0.0	0.0	0.0	0.0	0.1732897295081947	0.0	0.0	0.19240750511709948	0.0	0.15067681682434667	0.0	-0.053698822137908	0.9553198995605577	0.0	0.8614103268613793	0.6651220815693677	0.7740337982711549	0.0	0.0	0.5866952339318944	0.0	-0.9322035326622427	0.0	0.0	0.6866513757198708	0.5527369349676349	0.7574733491963468	0.9045309447291496	0.0	0.33245749699481525	0.0	0.0	-0.022070152511881616	0.37154076647425	0.0	0.0	0.12621730338883905	0.1867372760647299	0.7258296161536094	0.13831846583312984	0.7433157579178415	0.0	0.0	0.0	0.0	0.0	0.776115793279217	0.5605003991451114	0.0	0.0	0.24057227098384545	0.3014364048700606	0.0	0.2543924616674377	0.0	0.0	0.0	0.0	-0.9566641228739172	-0.4436889246571809	-0.7998650018125772	0.0
-0.3001286634244025	0.0	0.0	-0.7138376666698605	0.0	0.0	-0.25529964244924486	-0.8476435474585742	-0.794191415887326	0.0	-0.04512805072590709	-0.5903692850843072	-0.23422710364684463	-0.08871202520094812	0.0	0.0	0.0	-0.3203015236649662	0.06864718432199998	0.0	0.0	0.0	0.0	0.0	-0.4641850655898452	0.0	0.0	0.0	0.0	-0.3028520445805043	0.0	0.0	0.0	0.0	0.0	-0.6735247327014804	-0.41742059616068894	0.0	0.0	0.14835897559848316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.023661738474861638	0.6093932964910288	0.4916838644144522	0.0	0.0	0.0	0.0	0.0	0.6425244313330752	-0.6911534070968628	0.0	0.0	-0.04489203030243516	0.9515000079922037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2486508919960758	0.0	0.0	0.0	0.0789972261662088	-0.7505055719520897	0.0	0.5793022875638862	0.0	0.15731121509964247	0.0	0.0	0.0	0.0	0.0	0.0	-0.8514293632470071	0.5090565193003459	-0.031392687233164907	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.643411872908473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5831822941545397	0.0	-0.2915099321398884	-0.35587503341957927	0.0	-0.05047376290895045	0.0	0.0	0.0	0.43448223234747396	0.0	0.0	0.0	0.0	0.0	-0.8253314723260701	0.0	0.0	-0.11042009177617729	-0.7991196778602898	0.0	-0.9409810253418982	-0.005576804978772998	-0.0371143773663789	0.0	0.0	-0.3281903490424156	0.0	-0.19598332908935845	0.5372046414499558	-0.4385382031873923	0.0	0.0	0.8353101729812059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.410007661485085	0.0	0.0	0.3856579049655627	0.0	-0.8753705900162458	-0.5095600609201938	0.40918019159806845	0.0	0.0	0.6129363367746749	0.0	0.0	0.6588350567628236	0.0	-0.36013551242649555	0.0	0.38370854168751656	0.34919185706825856	0.0	0.6278427964495212	0.5159287469564876	0.09280719413471838	0.0	0.0	0.0	-0.8315353258512914	0.8659627025952368	0.0	0.0	0.019813606316918933	0.30465109111818794	0.0	0.0	0.0	0.2053947782144104	0.0	0.0	0.0	0.0	0.0	-1.4775479212403297E-4	-0.8830141455400735	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.35127503518015146	-0.13207518844865263	0.0	0.0	-0.6317053905222565	-0.23956441669724882	0.0	-0.8171514542773366	0.0	0.0	-0.11369556118734181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8791436108294874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7822802630253136	0.0	0.0	-0.050780483221875894	0.0	0.0	0.0	0.059988423709381	0.0	0.6696799771657539	0.0	0.0	0.0	0.0	0.06311866433451985	0.5699505414419342	0.0	0.0	0.0	0.0	-0.002690376981596701	0.0	0.0	0.0	0.0	0.0	-0.49820181517861784	0.3295954622957515	0.46134657319105943	0.9271257834951154	0.0	0.0	0.933613086329482	0.0	0.0	0.0	0.0	0.9077262589853358	0.40653010801875	0.0	0.0	0.0	0.6088536207532013	0.0	-0.35304701537825167	0.0	0.7325850572867503	0.0	0.0	0.0	0.0	0.0	0.4623178024199655	0.0	0.0	-0.012293013976886868	-0.03440415831036436	-0.38237573066726327	-0.29194229864515364	0.0	-0.41398901771754026	-0.8373295650817454	-0.27712189964950085	0.0	0.0
