appY	appC	+
appY	yccB	+
appY	appB	+
appY	hyaF	+
appY	hyaE	+
appY	hyaD	+
appY	hyaC	+
appY	hyaB	+
appY	hyaA	+
appY	appA	+
arcA	fadA	-
arcA	fadB	-
arcA	fadL	-
arcA	hyaA	+
arcA	hyaB	+
arcA	hyaC	+
arcA	hyaD	+
arcA	hyaE	+
arcA	hyaF	+
arcA	puuR	-
arcA	fadE	-
arcA	ybdN	+
arcA	iraM	+
arcA	puuD	-
arcA	fadJ	-
arcA	fadI	-
arcA	yccB	+
arcA	appA	+
arcA	betA	-
arcA	betB	-
arcA	betI	-
arcA	betT	-
arcA	rpsJ	-
arcA	rpsS	-
arcA	uvrA	-
arcA	appB	+
arcA	appC	+
arcA	fadD	-
arcA	ydeA	-
arcA	hybB	-
arcA	hybC	-
arcA	hybD	-
arcA	hybG	-
arcA	lldP	-
arcA	lldR	-
arcA	lldD	-
betI	betT	-
betI	betB	-
betI	betA	-
betI	betI	-
fabR	fabA	-
fabR	fabB	-
fadR	fadD	-
fadR	fadE	-
fadR	fadJ	-
fadR	fadI	-
fadR	fadL	-
fadR	fabA	+
fadR	fabB	+
fadR	fadA	-
fadR	uspA	-
fadR	fadB	-
iscR	hyaE	-
iscR	hyaF	-
iscR	napB	-
iscR	napH	-
iscR	napG	-
iscR	napA	-
iscR	iscR	-
iscR	hyaA	-
iscR	hyaB	-
iscR	hyaC	-
iscR	hyaD	-
lldR	lldP	+
lldR	lldD	-
lldR	lldR	-
narL	hyaA	-
narL	hyaB	-
narL	hyaC	-
narL	hyaD	-
narL	hyaE	-
narL	hyaF	-
narL	hybB	-
narL	hybC	-
narL	hybD	-
narL	hybG	-
narL	napB	-
narL	napH	-
narL	napG	-
narL	napA	-
narP	napB	+
narP	napH	-
narP	napG	-
narP	napA	-
narP	hyaA	-
narP	hyaB	-
narP	hyaC	-
narP	hyaD	-
narP	hyaE	-
narP	hyaF	-
