bglJ	bglG	+
bglJ	bglF	+
bglJ	bglB	+
bolA	dacC	+
cpxR	cpxP	+
cpxR	cpxR	+
cpxR	cheA	-
cpxR	cheW	-
cpxR	degP	+
cpxR	motA	-
cpxR	ompC	+
cpxR	ompF	-
cpxR	psd	-
cpxR	tsr	-
cpxR	ung	-
cpxR	dsbC	+
cpxR	yccA	+
cpxR	dsbA	+
cpxR	csgA	-
cpxR	ydeH	+
cpxR	bacA	+
cpxR	yidQ	+
cpxR	rdoA	+
cpxR	rpoE	-
cpxR	rseA	-
cpxR	ppiD	+
cpxR	csgG	-
cpxR	csgF	-
cpxR	csgE	-
cpxR	csgD	-
cpxR	csgB	-
cpxR	csgC	-
cpxR	ycfS	+
cpxR	ftnB	+
cpxR	rseC	-
cpxR	rseB	-
cpxR	yqjA	+
cpxR	mzrA	+
csgD	csgF	+
csgD	csgG	+
csgD	csgD	+
csgD	csgB	+
csgD	csgC	+
csgD	csgE	+
csgD	csgA	+
csgD	iraP	+
csgD	pepD	-
envY	ompF	+
envY	ompC	+
hns	yciG	-
hns	chiA	-
hns	mukE	+
hns	gspB	-
hns	gspO	-
hns	stpA	-
hns	mukF	+
hns	smtA	+
hns	fliC	+
hns	hns	-
hns	degP	-
hns	leuO	-
hns	mukB	+
hns	nhaA	-
hns	osmC	-
hns	proV	-
hns	proW	-
hns	proX	-
hns	rcsA	-
hns	nhaR	-
hns	cspD	+
hns	yciE	-
hns	yciF	-
hns	micF	-
hns	asr	-
hns	hchA	-
hns	yjjP	-
hns	yjjQ	-
hns	bglJ	-
hns	bglB	-
hns	bglF	-
hns	bglG	-
hns	bolA	-
leuO	bglB	+
leuO	bglJ	+
leuO	bglF	+
leuO	bglG	+
leuO	leuO	+
leuO	leuA	+
leuO	leuL	+
leuO	leuD	+
leuO	leuC	+
leuO	leuB	+
leuO	yjjQ	+
nhaR	pgaB	+
nhaR	pgaA	+
nhaR	nhaA	+
nhaR	pgaC	+
nhaR	nhaR	+
nhaR	pgaD	+
nhaR	osmC	+
ompR	csgD	+
ompR	csgF	+
ompR	csgG	+
ompR	omrB	+
ompR	omrA	+
ompR	micF	+
ompR	sra	-
ompR	ompF	+
ompR	ompC	+
ompR	bolA	-
ompR	csgE	+
rcsA	ftsA	+
rcsA	ftsZ	+
rcsA	osmB	+
rcsA	osmC	+
rcsA	rcsA	+
rcsA	sra	+
rcsA	yjbE	+
rcsA	yjbF	+
rcsA	yjbG	+
rcsA	yjbH	+
rcsA	rprA	+
rcsA	csgG	-
rcsA	csgF	-
rcsA	csgE	-
rcsA	csgD	-
rcsA	bdm	+
rcsA	wcaB	+
rcsA	wcaA	+
rcsA	wzc	+
rcsB	wza	+
rcsA	wza	+
rcsB	ftsA	+
rcsB	ftsZ	+
rcsB	osmB	+
rcsB	osmC	+
rcsB	rcsA	+
rcsB	sra	+
rcsB	yjbE	+
rcsB	yjbF	+
rcsB	yjbG	+
rcsB	yjbH	+
rcsB	rprA	+
rcsB	csgG	-
rcsB	csgF	-
rcsB	csgE	-
rcsB	csgD	-
rcsB	bdm	+
rcsB	wcaB	+
rcsB	wcaA	+
rcsB	wzc	+
rcsB	wzb	+
rcsA	wzb	+
rstA	ompF	-
rstA	asr	+
rstA	csgD	-
rstA	csgE	-
rstA	csgF	-
rstA	csgG	-
sdiA	ftsZ	-
sdiA	ftsA	-
stpA	bglB	-
stpA	bglF	-
stpA	bglG	-
stpA	stpA	-
