hipA	hipB	-
hipA	hipA	-
hipB	hipA	-
hipB	hipB	-
ihfB	ihfB	-
ihfB	hipB	+
ihfB	hipA	+
ihfB	ilvE	-
ihfB	pspB	+
ihfB	rtcB	+
ihfB	osmE	-
ihfB	folA	+
ihfB	ihfA	-
ihfB	htrE	+
ihfB	ecpD	+
ihfB	hemF	-
ihfB	uspB	-
ihfB	dppD	+
ihfB	glmY	+
ihfA	pspB	+
ihfB	uspA	+
ihfB	ibpB	+
ihfB	atoA	+
ihfB	amiA	-
ihfB	pspG	+
ihfA	folA	+
ihfA	ihfA	-
ihfA	ihfB	-
ihfA	hipB	+
ihfA	hipA	+
ihfA	ilvE	+
ihfA	dppD	+
ihfA	glmY	+
ihfA	rtcB	+
ihfA	osmE	-
ihfA	uspA	+
ihfA	ibpB	+
ihfA	atoA	+
ihfA	amiA	-
ihfA	pspG	+
ihfA	htrE	+
ihfA	ecpD	+
ihfA	hemF	-
ihfA	uspB	-
