alsA	rpiR	alsB	alsC	rpiB	alsE	alaS	arsB	arsR	arsC	yfdX	evgA	evgS	yneN	yegR	frc	ydeP	emrY	emrK	acrD	ydeO	mdtF	gadE	mdtE	gadW	gadX	gadC	gadB	yhiD	hdeA	hdeB	torR	gadA	marA	slp	dctR	gadY	purA	hdeD	cadA	hns	cadB	fliC	cadC	micF	leuO	yjjQ	bglJ	bglB	bglF	stpA	bglG	rutR	ybaT	gnd	leuB	chiA	gmr	ybaS	gspO	yciF	nfsB	leuC	lon	proX	proW	mukF	asnB	gspB	leuA	leuD	yciE	leuL	mukE	smtA	hchA	yciG	ybaO	mukB	proV	yjjP	cspD	poxB	ilvH	nemR	nemA	pqiB	soxS	rfaZ	pqiA	fpr	rfaY	nfo	inaA	rob	zwf	tolC	ygiB	ygiC	ygiA
0.0	-0.9755627915728837	0.0	0.0	0.0	0.0	0.0	-0.22127512656152248	0.0	0.0	0.0	0.0	0.1499166870348741	0.6814869025030655	0.0	0.2062956100927637	0.792105770846356	0.0	0.0	0.0	0.481194378112203	0.5086237663719989	0.0	0.0568889585964263	0.0	0.029569393212094286	0.03638749117151514	0.0	0.0	0.02174751883917292	0.0	0.0	0.0	0.0	0.4884996876088681	0.0	0.0	-0.5367383167613298	0.7133115508406246	0.0	0.0	0.0	0.011237549223183093	0.0	0.5207750286155326	0.0	0.0	0.0	0.0	0.0	-0.9039630230981857	-0.3419941517623466	0.0	0.0	0.35270782211903384	0.0	0.0	0.0	0.0	0.0	0.0	0.10820030222230113	0.0	-0.053724493772080814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4404807189381433	0.38170378052165754	0.0	-0.6662979132961482	0.0	0.0	0.0	0.0	-0.9340847244020551	0.7927647834001499	0.7531905539622902	0.0	0.0	0.0	0.17992950262445997	0.0	0.0	0.0	0.5435337602415334	0.39039672712664386	0.0	0.8125136621281378	0.0	0.0035604992314597073	0.5496181440403111	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.18769433838315308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5605772281197802	0.0	0.0	0.778358689680187	0.0	0.0	0.0	0.0	0.5815209356777251	0.0	0.40760790063266394	0.0	0.0	0.0	0.0	0.0	0.0	0.38465810730066796	0.45302991958162087	0.20482248658926805	0.6883274804120337	0.0	0.0	0.5488606443906957	-0.24475867155368525	-0.3178429039804981	0.0	0.9332988312004045	0.0	0.0	0.0	0.0	0.0	-0.1261177563594767	0.0	0.0	0.0	-0.3424589326605201	0.09369104092829397	0.06836547331061117	0.0	0.0	0.0	0.0	0.0	0.0	0.032404861753363975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37870098766870797	0.0	0.0	0.0	-0.5553499194793403	0.0	0.0	-0.580260383663699	0.0	0.0	0.0	-0.024873802438378334	0.1565523819393053	0.0	0.5002453149085145	0.06864441686178821	0.0	0.0	0.0	0.7867685944672098	0.0	0.0	0.24829009467741947	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.4843485685996711	0.0	0.0	-0.5429606654215604	0.4858669474451825	0.8414707539306272	0.0	0.0	0.0	0.07287749197724919	-0.007032360937919174	0.0	0.7795453196703027	0.0	0.0	0.07397796482222158	0.0	0.0	0.0	0.0	0.0	0.0	-0.4808006893612272	0.0	0.0	0.0	0.0	0.0	0.0	0.8547750206915116	0.5475458052170775	0.0	0.0	0.0	0.11989574766207778	-0.03414184120621283	0.0	0.0	0.0	0.0	0.0	0.0	0.4351330497281513	0.0	0.0	0.0	-0.687923452584073	0.7975173806108581	0.7857167709257071	0.4903266735846626	0.0	-0.4258987382054329	0.0	0.0	-0.4161528670229018	0.0	0.0	0.6541024633345095	-0.6542978326324373	0.0	0.41131191358672936	0.04355983090118108	0.0	0.0	0.0	0.0	0.0	0.25065849304666765	0.0	0.0	0.0	0.0	0.0	-0.044614310609176755	0.0	0.0	0.0	-0.6294128408189863	0.0	0.0	0.9631228329049427	0.0	0.0	0.0	0.0	0.0	0.6907199774794044	0.0	-0.3602297904435545	0.0	0.0	0.0	0.4626686008554558	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1601438473444432	-0.31134760030545294	-0.782829366158694	0.0	0.0	0.0	0.0	0.0	0.7282113277247599	0.0	0.0	0.7894004243948028	0.7418871642401944	0.0	0.0	0.9799377174433507	0.8072979174167481	0.4298672782432169	-0.5713780873920768	0.2701159172711217	0.0	0.0	0.0	-0.03995164782195548	0.0	0.0	-0.31809157854932646	0.0	0.3879534712495061	0.0	0.38685166683731	-0.6336296987719834	0.0	0.0	0.0	0.0	0.0	0.0	0.6271183678128702	0.0	0.0	0.0	0.0	0.0	-0.5919710223097354	0.0	0.0	0.0	0.0	0.34483494199872783	0.0	-0.7645836628507823	0.0	-0.73202626244165	0.0	0.025729718027193912	0.10432475652402294	0.0	0.0	0.0	0.4601773082535203	0.2875606420309895	0.0	0.04142071210272852	0.2509987826093813	0.0	0.0	0.0	0.9110732169098471	0.0	-0.7374979595188051	0.0	0.0	0.0	0.0	0.0	0.48314819017522026	0.0	0.0	-0.07700632116757333	0.0	0.0	0.0	0.10245557101593115	0.0	0.0	0.0	0.0	-0.07096142950467765	0.0	0.0	0.7268670055580295	0.0	0.0
-0.07664522249251604	0.0	-0.049448434729129076	-0.8593551851809025	0.0	0.0	-0.5490407627075911	-0.7142541098874062	-0.9387193210422993	0.0	0.0	0.0	0.893162891720294	0.0	0.0	0.0	0.7346317269275825	0.0	0.8803154853484164	0.4061022676546604	0.0	0.8890338757857866	0.0	0.0	-0.6476184073835611	0.0	0.0	0.0	0.44096181595215433	0.007281464800096948	-0.21226835646666586	0.0	0.22119777183924516	0.0	0.8452524504126759	0.0	0.0	-0.5243683240842074	0.08208069408301352	0.0	0.4685472154845699	0.0	0.05504984627495557	0.0	0.0	0.0	-0.10160337201623121	0.0	0.0	0.0	-0.1073157035280019	0.0	-0.4275577364023775	0.001454124859352611	0.4296505171909546	0.8343717794405745	0.0	0.0	0.0	-0.4020767870824784	0.0	0.05983671160929359	0.0	0.25012955168605716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36422643156539414	0.0	0.0	0.0	0.12848881891094316	0.0	-0.9952074543107301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.026110727709441714	0.0	0.048558403323358104
-0.753300161100924	0.0	0.0	-0.9445704345125705	0.0	0.0	-0.34931168891489506	-0.5018050326034427	-0.16530091618187726	0.0	0.0	0.8803652777971018	0.7023685325261791	0.0	0.0	0.0	0.0	0.0	0.0	0.6787961608283699	0.6257251675731899	0.0	-0.09698602337533564	0.0	0.0	0.12714741653960882	0.5470105019782545	0.0	0.0	0.0	0.0	0.0	0.0	-0.06338680076585812	0.0	0.0	0.6154942527574799	-0.5434146721381694	0.0	0.20997709647391838	-0.0686260726912663	0.0	0.473485090164645	0.0	0.19713656196304988	-0.29034543490254755	0.0	-0.34685172071921155	0.0	0.0	0.0	-0.05011822568311808	-0.4728500531055033	0.0	0.8589908655371135	0.8786258938262688	0.0	0.0	0.0	0.0	-0.5374040496535599	0.0	0.0	0.0	0.0	0.0	0.0	0.9451855128025317	0.0	-0.010964746619982091	0.0	-0.45841139019466937	0.0	0.0	0.0	0.0	-0.6775915224570781	-0.044678512282634614	0.0	-0.43891951185651124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4170285711391404	0.41559629067928294	0.0	0.0	0.0	0.11691067726201042	0.0	0.22522134793842039	0.8967982788899339	0.0	0.0	0.0
0.0	0.0	0.0	-0.4618190142791718	0.0	0.0	-0.300064405426383	0.0	0.0	0.0	0.0	0.0	0.0	-0.05122468320117167	-0.007910209904754953	0.0	0.0	0.004785527294547974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17833180043397612	0.0	-0.24934535403735936	-0.982686722651124	0.0	0.08880193385122614	0.0	0.0	0.0	0.0	0.21748980011779903	0.0	0.0	0.058037011789644766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24723955435737488	-0.42061960557475686	0.0	0.0	0.0	-0.9652520040981472	0.0	0.0	0.0	0.0	0.09449963142678595	0.16281727664960574	0.0	0.0	0.0	0.5661292090802874	0.22109838461965858	-0.8086874296423048	0.0	0.0	0.0	0.42707459962877753	0.0	0.0	0.0	0.0	0.5135325065143755	0.0	-0.31076561636291444	0.0	0.3328551152078824	0.08696497136823819	-0.6764180429745466	-0.03201332129538059	0.0	0.43802878897581293	-0.7667547664605081	0.0	0.33859368502312104	0.7581660453018945	0.9550578534776278	0.0	0.0	-0.03000561846420169	0.0	0.0	0.0	0.5837906982191513	0.0
-0.722248213365674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.791615096386522	-0.6433425615541637	0.0	0.448794276610135	0.0	0.0	0.0	0.0	0.0	0.0695946501158641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22783464299634712	0.0	0.0	0.0	-0.5034573855809867	0.0	0.0	0.0	0.0	0.0	0.21124495856215578	0.0	0.0	0.0	0.0	0.0	0.2944419613109812	0.0	0.208779281582026	0.0	0.012356296653618426	0.0	0.0	0.0	-0.8413312037009746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07964763415072412	-0.23226723307743669	-0.9969137955922633	0.0	0.10949755609823418	0.0	-0.13388841808773577	-0.9150370433926582	0.4766853512986984	0.22742764142804384	0.0	0.0	0.0	-0.39679137454368174	0.7099278944912117	0.11217368699146456	0.0	0.0	0.0	0.0	0.0	0.0	-0.081504957517609	0.8574514508070814	0.43281198477469374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.537404973983741	0.0	-0.9148445802275091	0.6663348422750255	0.0	0.0	0.0	0.0
-0.6584607267286628	0.0	0.0	0.0	0.0	0.0	-0.5819205793086439	-0.5247017783112824	0.0	0.0	0.0	0.0	0.8089802064791908	0.0	0.0	0.0	0.0	0.0	0.39637462392771045	0.8020459863842011	0.09020295855844629	0.0	0.0	0.0	0.0	-0.4853883635232902	0.0	0.0	0.0	0.0	-0.8194043743424118	0.0	0.0	0.0	0.932991572745681	0.0	0.4721649069034807	0.0	0.4506094333994025	0.1981881717835824	0.20827404878523492	0.0	0.9654438605999485	0.0	0.9017810056631399	0.0	0.0	0.0	0.0	-0.32581695842104985	-0.7262632891070098	0.0	0.0	0.0	0.0	0.40125162629470995	0.0	-0.22107492154464126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9946644981391728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4652833289001137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2700621853582561	0.0	0.17732643344383728	-0.8704488663934171	0.3606078719115391	0.16952177435309387	0.0	0.27838335243854007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.8387269470840693	-0.4102413752116263	0.0	-0.9585836573969573	-0.7883892501704395	-0.4833213703241199	0.0	0.0	0.0	-0.718345224391669	0.0	0.0	0.399854607167526	0.0	0.0	0.0	0.0	0.0	0.0	0.30572674898621743	0.0	0.0	0.12327118554009169	0.9076419104065627	-0.14920861087739468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07619825680684944	0.254101326622202	0.0	0.0	0.0	-0.4246749123558402	0.0	0.0	0.0	-0.3807008274378975	0.39933242052811235	-0.29663485882205	0.0	0.0	-0.4125118418533901	0.0	0.0	-0.4913550202968998	0.0	0.0	0.0	0.19915640487224331	0.0	0.0	-0.03684559557586908	-0.018264946760609746	0.0	0.0	0.0	0.6279081458836094	0.34197175536161317	0.0	0.0	-0.17193097667768598	0.0	0.0	0.0	0.3385955302180374	0.9413456827502479	0.0	0.628377854674564	0.0	0.0	0.0	0.0	0.23128540439348436	0.0	-0.9867866765707731	0.0	0.0	0.0	-0.0872449572198093	0.0	-0.06236441642977297	0.0	0.0	0.0	0.0	0.6169682749335866	0.1482350333766945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
