argR	argA	-
argR	argE	-
argR	argH	-
argR	hisP	-
argR	artP	-
argR	artI	-
argR	artQ	-
argR	artM	-
argR	artJ	-
argR	hisJ	-
argR	hisQ	-
argR	astE	+
argR	astB	+
argR	astD	+
argR	astA	+
argR	astC	+
argR	hisM	-
argR	argB	-
argR	argC	-
argR	argD	-
argR	argF	-
argR	argG	-
argR	argI	-
argR	argR	-
gadX	lon	+
gadX	asnB	+
gadX	amtB	+
gadX	glnK	+
gadX	ybaT	+
gadX	ybaS	+
gadX	gadY	+
gadX	gadX	+
glnG	hisM	+
glnG	glnG	-
glnG	hisP	+
glnG	potF	+
glnG	potG	+
glnG	potH	+
glnG	potI	+
glnG	amtB	+
glnG	hisJ	+
glnG	hisQ	+
glnG	glnK	+
glnG	yhdW	+
glnG	yhdX	+
glnG	yhdY	+
glnG	yhdZ	+
glnG	ddpF	+
glnG	ddpD	+
glnG	ddpC	+
glnG	ddpB	+
glnG	ddpA	+
glnG	ddpX	+
glnG	astE	+
glnG	astB	+
glnG	astD	+
glnG	astA	+
glnG	astC	+
glnG	yeaG	+
glnG	yeaH	+
glnG	argT	+
